#####Iteration 1#####
0.000000	182475	0.182207
0.100000	174134	0.173878
0.200000	166196	0.165952
0.300000	157085	0.156854
0.400000	147496	0.147279
0.500000	137363	0.137161
0.600000	129250	0.12906
0.700000	119935	0.119759
0.800000	112277	0.112112
0.900000	101683	0.101534
1.000000	91847	0.091712
1.100000	85129	0.0850039
1.200000	75627	0.0755158
1.300000	68179	0.0680788
1.400000	61045	0.0609553
1.500000	53797	0.0537179
1.600000	46403	0.0463348
1.700000	40307	0.0402478
1.800000	35027	0.0349755
1.900000	29648	0.0296044
2.000000	24740	0.0247036




#####Iteration 2#####
0.000000	184918	0.184646
0.100000	171846	0.171593
0.200000	161064	0.160827
0.300000	145310	0.145096
0.400000	128751	0.128562
0.500000	111998	0.111833
0.600000	97910	0.0977661
0.700000	82277	0.0821561
0.800000	68706	0.068605
0.900000	51202	0.0511267
1.000000	38716	0.0386591
1.100000	30569	0.0305241
1.200000	20860	0.0208293
1.300000	14567	0.0145456
1.400000	9569	0.00955494
1.500000	6093	0.00608404
1.600000	3589	0.00358372
1.700000	2205	0.00220176
1.800000	1371	0.00136898
1.900000	653	0.00065204
2.000000	389	0.000388428




#####Iteration 3#####
0.000000	191171	0.19089
0.100000	176005	0.175746
0.200000	163476	0.163236
0.300000	143982	0.14377
0.400000	121413	0.121235
0.500000	98913	0.0987676
0.600000	77494	0.0773801
0.700000	55417	0.0553355
0.800000	37460	0.0374049
0.900000	19992	0.0199626
1.000000	9985	0.00997032
1.100000	5389	0.00538108
1.200000	2190	0.00218678
1.300000	884	0.000882701
1.400000	377	0.000376446
1.500000	137	0.000136799
1.600000	38	3.79441e-05
1.700000	25	2.49633e-05
1.800000	6	5.99118e-06
1.900000	2	1.99706e-06
2.000000	6	5.99118e-06




#####Iteration 4#####
0.000000	195019	0.194732
0.100000	178940	0.178677
0.200000	163748	0.163507
0.300000	144559	0.144347
0.400000	115995	0.115825
0.500000	87561	0.0874323
0.600000	58922	0.0588354
0.700000	34517	0.0344663
0.800000	16539	0.0165147
0.900000	4785	0.00477797
1.000000	1325	0.00132305
1.100000	303	0.000302555
1.200000	57	5.69162e-05
1.300000	25	2.49633e-05
1.400000	8	7.98824e-06
1.500000	4	3.99412e-06
1.600000	0	0
1.700000	0	0
1.800000	0	0
1.900000	0	0
2.000000	3	2.99559e-06




#####Iteration 5#####
0.000000	197036	0.196746
0.100000	181278	0.181012
0.200000	165049	0.164806
0.300000	144522	0.14431
0.400000	111991	0.111826
0.500000	76716	0.0766032
0.600000	43147	0.0430836
0.700000	19206	0.0191778
0.800000	5706	0.00569761
0.900000	650	0.000649045
1.000000	169	0.000168752
1.100000	0	0
1.200000	0	0
1.300000	0	0
1.400000	0	0
1.500000	0	0
1.600000	0	0
1.700000	0	0
1.800000	0	0
1.900000	0	0
2.000000	0	0




#####Iteration 6#####
0.000000	197306	0.197016
0.100000	182179	0.181911
0.200000	164937	0.164695
0.300000	143368	0.143157
0.400000	108366	0.108207
0.500000	67227	0.0671282
0.600000	29964	0.02992
0.700000	10867	0.010851
0.800000	1484	0.00148182
0.900000	66	6.5903e-05
1.000000	16	1.59765e-05
1.100000	0	0
1.200000	0	0
1.300000	0	0
1.400000	0	0
1.500000	0	0
1.600000	0	0
1.700000	0	0
1.800000	0	0
1.900000	0	0
2.000000	0	0




#####Iteration 7#####
0.000000	197059	0.196769
0.100000	183420	0.18315
0.200000	165649	0.165406
0.300000	143091	0.142881
0.400000	104733	0.104579
0.500000	58490	0.058404
0.600000	21053	0.0210221
0.700000	7018	0.00700768
0.800000	401	0.000400411
0.900000	0	0
1.000000	0	0
1.100000	0	0
1.200000	0	0
1.300000	0	0
1.400000	0	0
1.500000	0	0
1.600000	0	0
1.700000	0	0
1.800000	0	0
1.900000	0	0
2.000000	0	0




#####Iteration 8#####
0.000000	197896	0.197605
0.100000	183451	0.183181
0.200000	165473	0.16523
0.300000	143368	0.143157
0.400000	100867	0.100719
0.500000	50597	0.0505226
0.600000	15357	0.0153344
0.700000	4753	0.00474601
0.800000	79	7.88839e-05
0.900000	0	0
1.000000	0	0
1.100000	0	0
1.200000	0	0
1.300000	0	0
1.400000	0	0
1.500000	0	0
1.600000	0	0
1.700000	0	0
1.800000	0	0
1.900000	0	0
2.000000	0	0




#####Iteration 9#####
0.000000	198058	0.197767
0.100000	184184	0.183913
0.200000	165275	0.165032
0.300000	143079	0.142869
0.400000	96763	0.0966208
0.500000	43732	0.0436677
0.600000	12076	0.0120583
0.700000	3596	0.00359071
0.800000	6	5.99118e-06
0.900000	0	0
1.000000	0	0
1.100000	0	0
1.200000	0	0
1.300000	0	0
1.400000	0	0
1.500000	0	0
1.600000	0	0
1.700000	0	0
1.800000	0	0
1.900000	0	0
2.000000	0	0




#####Iteration 10#####
0.000000	196993	0.196703
0.100000	183847	0.183577
0.200000	165293	0.16505
0.300000	139728	0.139523
0.400000	94815	0.0946756
0.500000	37943	0.0378872
0.600000	9723	0.00970871
0.700000	2684	0.00268005
0.800000	0	0
0.900000	0	0
1.000000	0	0
1.100000	0	0
1.200000	0	0
1.300000	0	0
1.400000	0	0
1.500000	0	0
1.600000	0	0
1.700000	0	0
1.800000	0	0
1.900000	0	0
2.000000	0	0




