#####Iteration 1#####
0.000000	163	1
0.100000	163	1
0.200000	163	1
0.300000	163	1
0.400000	163	1
0.500000	163	1
0.600000	163	1
0.700000	163	1
0.800000	163	1
0.900000	163	1
1.000000	163	1
1.100000	163	1
1.200000	163	1
1.300000	163	1
1.400000	163	1
1.500000	163	1
1.600000	163	1
1.700000	163	1
1.800000	163	1
1.900000	163	1
2.000000	163	1




#####Iteration 2#####
0.000000	163	1
0.100000	163	1
0.200000	163	1
0.300000	163	1
0.400000	163	1
0.500000	163	1
0.600000	163	1
0.700000	163	1
0.800000	163	1
0.900000	163	1
1.000000	163	1
1.100000	163	1
1.200000	163	1
1.300000	163	1
1.400000	163	1
1.500000	163	1
1.600000	163	1
1.700000	156	0.957055
1.800000	158	0.969325
1.900000	133	0.815951
2.000000	114	0.699387




#####Iteration 3#####
0.000000	163	1
0.100000	163	1
0.200000	163	1
0.300000	163	1
0.400000	163	1
0.500000	163	1
0.600000	163	1
0.700000	163	1
0.800000	163	1
0.900000	163	1
1.000000	163	1
1.100000	160	0.981595
1.200000	142	0.871166
1.300000	118	0.723926
1.400000	81	0.496933
1.500000	50	0.306748
1.600000	21	0.128834
1.700000	14	0.0858896
1.800000	3	0.0184049
1.900000	1	0.00613497
2.000000	2	0.0122699




#####Iteration 4#####
0.000000	163	1
0.100000	163	1
0.200000	163	1
0.300000	163	1
0.400000	163	1
0.500000	163	1
0.600000	163	1
0.700000	163	1
0.800000	158	0.969325
0.900000	130	0.797546
1.000000	97	0.595092
1.100000	59	0.361963
1.200000	19	0.116564
1.300000	10	0.0613497
1.400000	4	0.0245399
1.500000	1	0.00613497
1.600000	0	0
1.700000	0	0
1.800000	0	0
1.900000	0	0
2.000000	1	0.00613497




#####Iteration 5#####
0.000000	163	1
0.100000	163	1
0.200000	163	1
0.300000	163	1
0.400000	163	1
0.500000	163	1
0.600000	161	0.98773
0.700000	147	0.90184
0.800000	117	0.717791
0.900000	57	0.349693
1.000000	24	0.147239
1.100000	0	0
1.200000	0	0
1.300000	0	0
1.400000	0	0
1.500000	0	0
1.600000	0	0
1.700000	0	0
1.800000	0	0
1.900000	0	0
2.000000	0	0




#####Iteration 6#####
0.000000	163	1
0.100000	163	1
0.200000	163	1
0.300000	163	1
0.400000	163	1
0.500000	162	0.993865
0.600000	149	0.91411
0.700000	101	0.619632
0.800000	60	0.368098
0.900000	16	0.0981595
1.000000	6	0.0368098
1.100000	0	0
1.200000	0	0
1.300000	0	0
1.400000	0	0
1.500000	0	0
1.600000	0	0
1.700000	0	0
1.800000	0	0
1.900000	0	0
2.000000	0	0




#####Iteration 7#####
0.000000	163	1
0.100000	163	1
0.200000	163	1
0.300000	163	1
0.400000	161	0.98773
0.500000	152	0.932515
0.600000	126	0.773006
0.700000	57	0.349693
0.800000	17	0.104294
0.900000	0	0
1.000000	0	0
1.100000	0	0
1.200000	0	0
1.300000	0	0
1.400000	0	0
1.500000	0	0
1.600000	0	0
1.700000	0	0
1.800000	0	0
1.900000	0	0
2.000000	0	0




#####Iteration 8#####
0.000000	163	1
0.100000	163	1
0.200000	163	1
0.300000	163	1
0.400000	157	0.96319
0.500000	143	0.877301
0.600000	90	0.552147
0.700000	28	0.171779
0.800000	7	0.0429448
0.900000	0	0
1.000000	0	0
1.100000	0	0
1.200000	0	0
1.300000	0	0
1.400000	0	0
1.500000	0	0
1.600000	0	0
1.700000	0	0
1.800000	0	0
1.900000	0	0
2.000000	0	0




#####Iteration 9#####
0.000000	163	1
0.100000	163	1
0.200000	163	1
0.300000	163	1
0.400000	154	0.944785
0.500000	132	0.809816
0.600000	58	0.355828
0.700000	22	0.134969
0.800000	2	0.0122699
0.900000	0	0
1.000000	0	0
1.100000	0	0
1.200000	0	0
1.300000	0	0
1.400000	0	0
1.500000	0	0
1.600000	0	0
1.700000	0	0
1.800000	0	0
1.900000	0	0
2.000000	0	0




#####Iteration 10#####
0.000000	163	1
0.100000	163	1
0.200000	163	1
0.300000	162	0.993865
0.400000	148	0.907975
0.500000	110	0.674847
0.600000	41	0.251534
0.700000	13	0.0797546
0.800000	0	0
0.900000	0	0
1.000000	0	0
1.100000	0	0
1.200000	0	0
1.300000	0	0
1.400000	0	0
1.500000	0	0
1.600000	0	0
1.700000	0	0
1.800000	0	0
1.900000	0	0
2.000000	0	0




