0.000000	163	163	163	163	163	163	163	163	163	163	
0.100000	163	163	163	163	163	163	163	163	163	163	
0.200000	163	163	163	163	163	163	163	163	163	163	
0.300000	163	163	163	163	163	163	163	163	163	162	
0.400000	163	163	163	163	163	163	161	157	154	148	
0.500000	163	163	163	163	163	162	152	143	132	110	
0.600000	163	163	163	163	161	149	126	90	58	41	
0.700000	163	163	163	163	147	101	57	28	22	13	
0.800000	163	163	163	158	117	60	17	7	2	0	
0.900000	163	163	163	130	57	16	0	0	0	0	
1.000000	163	163	163	97	24	6	0	0	0	0	
1.100000	163	163	160	59	0	0	0	0	0	0	
1.200000	163	163	142	19	0	0	0	0	0	0	
1.300000	163	163	118	10	0	0	0	0	0	0	
1.400000	163	163	81	4	0	0	0	0	0	0	
1.500000	163	163	50	1	0	0	0	0	0	0	
1.600000	163	163	21	0	0	0	0	0	0	0	
1.700000	163	156	14	0	0	0	0	0	0	0	
1.800000	163	158	3	0	0	0	0	0	0	0	
1.900000	163	133	1	0	0	0	0	0	0	0	
2.000000	163	114	2	1	0	0	0	0	0	0	
